time,low,high,open,close,volume
2018-06-24 00:05:00,6180.01,6192.75,6192.75,6180.01,13.14992342
2018-06-24 00:00:00,6178.28,6192.75,6178.29,6192.75,12.220311030000001
2018-06-23 23:55:00,6175.61,6178.43,6175.61,6178.29,26.266103709999996
2018-06-23 23:50:00,6172.0,6175.61,6174.63,6175.61,63.53966924000001
2018-06-23 23:45:00,6174.62,6178.07,6178.06,6174.63,7.8501863
2018-06-23 23:40:00,6164.11,6178.69,6164.11,6178.07,39.32277616
2018-06-23 23:35:00,6160.0,6172.01,6172.0,6164.12,10.3088094
2018-06-23 23:30:00,6177.34,6178.25,6178.25,6177.34,10.070487300000002
2018-06-23 23:25:00,6178.24,6183.1,6183.1,6178.25,9.090702410000002
2018-06-23 23:20:00,6178.6,6185.23,6178.96,6183.12,22.050705450000002
2018-06-23 23:15:00,6178.24,6189.55,6189.55,6178.24,19.94169678
2018-06-23 23:10:00,6189.54,6200.2,6200.2,6189.55,16.249525639999987
2018-06-23 23:05:00,6200.19,6200.2,6200.2,6200.2,4.409120530000001
2018-06-23 23:00:00,6200.19,6200.2,6200.19,6200.19,10.652641760000002
2018-06-23 22:55:00,6196.39,6204.89,6204.89,6200.2,25.966599269999996
2018-06-23 22:50:00,6196.41,6205.0,6205.0,6204.89,8.906491060000002
2018-06-23 22:45:00,6204.99,6205.0,6205.0,6204.99,8.36836192
2018-06-23 22:40:00,6204.83,6205.0,6204.84,6205.0,5.137259490000002
2018-06-23 22:35:00,6199.99,6210.7,6210.7,6204.84,8.0124705
2018-06-23 22:30:00,6210.68,6214.01,6214.01,6213.93,11.329156079999999
2018-06-23 22:25:00,6214.0,6214.41,6214.41,6214.01,7.48345829
2018-06-23 22:20:00,6203.07,6214.52,6214.51,6214.4,30.812949160000002
2018-06-23 22:15:00,6214.5,6230.0,6227.33,6214.5,10.41989197
2018-06-23 22:10:00,6218.0,6229.25,6229.25,6227.33,16.670741559999996
2018-06-23 22:05:00,6210.03,6238.35,6238.35,6230.0,42.94540842
2018-06-23 22:00:00,6230.01,6250.0,6232.0,6238.36,69.40280637000001
2018-06-23 21:55:00,6153.69,6240.0,6153.69,6232.84,138.55978879000003
2018-06-23 21:50:00,6152.59,6156.36,6155.26,6156.36,7.21152665
2018-06-23 21:45:00,6155.0,6158.0,6157.99,6156.33,20.267647150000002
2018-06-23 21:40:00,6152.44,6157.99,6152.44,6157.99,13.526474740000001
2018-06-23 21:35:00,6149.51,6154.0,6152.78,6152.43,14.278926150000002
2018-06-23 21:30:00,6149.66,6154.0,6149.73,6152.68,13.033170919999998
2018-06-23 21:25:00,6149.72,6154.01,6154.01,6149.72,13.060081559999999
2018-06-23 21:20:00,6153.06,6154.01,6154.0,6154.01,8.601623779999999
2018-06-23 21:15:00,6150.98,6154.0,6150.98,6154.0,7.0441135599999996
2018-06-23 21:10:00,6136.82,6150.99,6138.9,6150.98,43.54983348000002
2018-06-23 21:05:00,6135.0,6138.91,6137.5,6135.08,6.307282600000001
2018-06-23 21:00:00,6131.1,6138.08,6133.92,6137.58,8.547376399999997
2018-06-23 20:55:00,6133.93,6138.96,6138.96,6133.93,18.00462948
2018-06-23 20:50:00,6138.0,6138.96,6138.95,6138.96,9.56194811
2018-06-23 20:45:00,6138.95,6141.0,6141.0,6138.96,14.43050936
2018-06-23 20:40:00,6138.31,6141.89,6139.09,6140.99,11.647096739999999
2018-06-23 20:35:00,6134.15,6144.64,6134.15,6138.54,22.453180969999995
2018-06-23 20:30:00,6130.0,6134.15,6130.0,6134.15,6.3836492100000015
2018-06-23 20:25:00,6130.0,6131.73,6130.01,6131.73,5.58056996
2018-06-23 20:20:00,6130.0,6134.03,6134.03,6130.0,8.094109969999998
2018-06-23 20:15:00,6130.0,6139.04,6138.52,6134.03,9.79766919
2018-06-23 20:10:00,6131.97,6142.57,6133.82,6135.51,17.301656979999997
2018-06-23 20:05:00,6133.76,6141.38,6141.38,6133.82,5.700260299999999
2018-06-23 20:00:00,6133.75,6145.0,6143.8,6141.38,20.61266327
2018-06-23 19:55:00,6143.86,6147.38,6147.38,6143.81,9.14008171
2018-06-23 19:50:00,6146.04,6149.79,6149.79,6147.38,11.54049556
2018-06-23 19:45:00,6145.0,6149.79,6148.41,6149.79,11.74590593
2018-06-23 19:40:00,6146.79,6149.98,6149.97,6148.41,13.836130209999997
2018-06-23 19:35:00,6140.89,6149.98,6145.86,6149.97,19.618048789999996
2018-06-23 19:30:00,6145.0,6155.66,6155.66,6145.85,13.836288310000004
2018-06-23 19:25:00,6155.65,6158.0,6158.0,6155.66,11.5606477
2018-06-23 19:20:00,6155.66,6158.89,6158.89,6157.99,13.270242040000001
2018-06-23 19:15:00,6135.0,6158.99,6136.49,6158.89,47.99202579
2018-06-23 19:10:00,6121.12,6140.96,6126.63,6136.5,61.676174059999994
2018-06-23 19:05:00,6123.08,6138.47,6138.47,6126.64,112.64265403999997
2018-06-23 19:00:00,6136.01,6154.0,6140.22,6136.26,106.54281909
2018-06-23 18:55:00,6132.68,6144.99,6136.11,6144.98,14.384437899999998
2018-06-23 18:50:00,6132.44,6137.51,6134.96,6136.11,15.33249985
2018-06-23 18:45:00,6131.33,6139.32,6137.02,6131.58,12.368806499999996
2018-06-23 18:40:00,6130.0,6139.32,6131.0,6137.02,72.85620957
2018-06-23 18:35:00,6125.0,6136.42,6128.85,6131.01,13.641802299999998
2018-06-23 18:30:00,6125.0,6130.98,6130.98,6128.86,9.7718916
2018-06-23 18:25:00,6129.49,6135.99,6134.96,6131.32,20.84419744
2018-06-23 18:20:00,6129.49,6135.0,6129.5,6134.41,7.42605677
2018-06-23 18:15:00,6126.25,6130.04,6130.04,6129.49,31.337399010000002
2018-06-23 18:10:00,6130.0,6138.68,6138.68,6130.03,16.673892279999997
2018-06-23 18:05:00,6135.11,6138.75,6136.72,6138.69,10.75949185
2018-06-23 18:00:00,6135.12,6150.0,6141.04,6136.72,48.57669219000001
2018-06-23 17:55:00,6136.37,6144.93,6138.71,6141.18,40.24021103
2018-06-23 17:50:00,6134.75,6141.73,6137.87,6138.71,7.9385669
2018-06-23 17:45:00,6132.15,6143.99,6137.01,6137.86,47.07638178
2018-06-23 17:40:00,6127.6,6139.83,6134.85,6137.42,37.49720568
2018-06-23 17:35:00,6130.85,6139.9,6138.52,6134.86,54.41440233999999
2018-06-23 17:30:00,6125.0,6138.43,6128.76,6138.43,21.966668169999977
2018-06-23 17:25:00,6122.54,6130.0,6128.29,6129.31,22.878006489999997
2018-06-23 17:20:00,6113.76,6129.75,6122.61,6128.3,39.42795032000001
2018-06-23 17:15:00,6115.76,6134.31,6130.0,6122.6,83.23560243999998
2018-06-23 17:10:00,6129.0,6133.18,6129.97,6133.18,7.809817139999998
2018-06-23 17:05:00,6129.0,6130.0,6129.0,6129.96,6.34416263
2018-06-23 17:00:00,6128.99,6129.01,6129.0,6129.01,7.293262810000001
2018-06-23 16:55:00,6117.17,6129.0,6119.09,6129.0,25.19525306000001
2018-06-23 16:50:00,6115.5,6119.1,6118.14,6119.1,9.54475183
2018-06-23 16:45:00,6115.0,6129.01,6129.01,6118.15,16.457553860000008
2018-06-23 16:40:00,6129.0,6129.2,6129.19,6129.01,8.18452381
2018-06-23 16:35:00,6128.63,6130.02,6130.02,6129.2,13.38530095
2018-06-23 16:30:00,6129.99,6130.7,6130.0,6130.02,8.1429226
2018-06-23 16:25:00,6122.4,6130.0,6122.4,6129.99,10.76189467
2018-06-23 16:20:00,6122.02,6129.99,6129.99,6122.4,13.772402490000005
2018-06-23 16:15:00,6129.99,6136.59,6136.59,6130.0,13.62241906
2018-06-23 16:10:00,6129.99,6136.59,6129.99,6136.59,9.64140321
2018-06-23 16:05:00,6125.14,6139.96,6132.33,6130.0,93.86969783000004
2018-06-23 16:00:00,6119.91,6132.07,6119.92,6132.07,12.881781579999998
2018-06-23 15:55:00,6111.4,6120.02,6112.9,6112.24,18.02650702
2018-06-23 15:50:00,6107.37,6119.99,6119.0,6114.19,20.852189549999995
2018-06-23 15:45:00,6107.7,6119.99,6107.71,6119.0,15.258778449999998
2018-06-23 15:40:00,6096.34,6118.17,6115.17,6107.71,28.4523493
2018-06-23 15:35:00,6109.04,6119.99,6113.15,6115.18,28.086964430000005
2018-06-23 15:30:00,6093.98,6123.09,6093.99,6113.15,32.41535895999999
2018-06-23 15:25:00,6073.57,6096.82,6096.81,6093.99,96.75786126000003
2018-06-23 15:20:00,6096.81,6118.24,6118.24,6096.81,65.34458693000003
2018-06-23 15:15:00,6118.23,6124.28,6121.15,6118.23,21.123694599999997
2018-06-23 15:10:00,6116.76,6121.15,6116.76,6121.15,14.219542379999998
2018-06-23 15:05:00,6114.01,6124.27,6124.27,6116.77,22.305084569999995
2018-06-23 15:00:00,6120.13,6131.24,6131.24,6124.27,8.51278176
2018-06-23 14:55:00,6130.44,6134.01,6134.01,6131.23,6.366104479999999
2018-06-23 14:50:00,6134.0,6138.0,6135.14,6134.0,19.934304880000003
2018-06-23 14:45:00,6134.0,6138.0,6135.15,6135.14,7.152630999999999
2018-06-23 14:40:00,6131.0,6142.34,6142.34,6136.35,7.95344994
2018-06-23 14:35:00,6136.75,6143.06,6140.0,6142.34,6.12635826
